id,Chromosome,Start,End,mean.mean.CMP,mean.mean.MPP,Difference,mean.mean.diff,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.CMP,mean.num.na.MPP,mean.mean.covg.CMP,mean.mean.covg.MPP,mean.nsamples.covg.thres5.CMP,mean.nsamples.covg.thres5.MPP
1230201,chr20,48797600,48797800,0,0.5,-0.5,-0.5,-5.672425342,1.2174E-19,1.44619E-17,714,1,1,2,0.666666667,0.666666667,0,0
3120,chr1,2221800,2222800,0.5,1,-0.5,-0.5,-3.329105741,4.59849E-19,5.08539E-17,1005,2,1.5,1.5,0.5,1,0,0
7600,chr1,8137200,8138400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,1,0,0
166081,chr2,43742600,43744800,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
286902,chr3,124372600,124373400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,1,0,0
358677,chr4,142203800,142204400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
370359,chr4,187754200,187754800,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,2.333333333,0,0
376620,chr5,7991600,7992000,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,1,0,0
576405,chr7,110712600,110713000,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
665226,chr9,259800,260400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
700310,chr9,130784000,130784400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,1,0,0
702693,chr9,132958400,132959400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,2.333333333,0,1
788280,chr10,104199600,104200400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
999520,chr15,65010400,65011000,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
1099849,chr17,38258600,38259000,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
1219496,chr20,34690000,34691400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
1269504,chr22,37947000,37948400,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,0.666666667,0,0
1271303,chr22,39890800,39891200,0.5,1,-0.5,-0.5,-0.985786141,1.96252E-17,1.28311E-15,2875,1,2,1,0.666666667,1,0,0
530198,chr7,5530800,5531200,0,0.5,-0.5,-0.5,-3.329105741,1.09909E-12,5.91653E-11,1005,3,0.666666667,2.333333333,0.888888889,0.222222222,0,0
289221,chr3,128264800,128265400,0.5,1,-0.5,-0.5,-3.329105741,1.22098E-11,6.5425E-10,1005,2,0.5,1.5,1,0.5,0,0
5710,chr1,6260200,6261000,0,0.5,-0.5,-0.5,-3.329105741,1.44567E-11,7.71114E-10,1005,3,1,2.333333333,1.555555556,0.666666667,0,0.333333333
958156,chr14,65294000,65300400,0.5,1,-0.5,-0.5,-3.329105741,1.81191E-11,9.59162E-10,1005,2,0.5,2,1.333333333,0.333333333,0,0
445890,chr6,7002800,7003800,0.5,1,-0.5,-0.5,-3.329105741,2.12503E-10,1.08398E-08,1005,2,1,1,1.5,1,0,0
1257545,chr22,50330600,50333000,0.5,1,-0.5,-0.5,-3.329105741,3.84541E-10,1.83096E-08,1005,2,1.5,1,0.833333333,1,0,0
1025352,chr16,808000,808400,0,0.5,-0.5,-0.5,-4.110212275,4.34646E-09,1.97815E-07,868,3,1.333333333,1.333333333,1,0.555555556,0,0
667205,chr9,6929200,6930400,0.5,1,-0.5,-0.5,-2.547999208,3.03749E-08,1.34063E-06,1314,3,0.666666667,1.666666667,1.777777778,0.555555556,0.333333333,0
1159647,chr19,568200,568400,0.5,1,-0.5,-0.5,-2.994345798,1.53322E-07,6.67454E-06,1144,7,1.285714286,2,0.714285714,0.428571429,0,0
182326,chr2,74715800,74716200,0,0.5,-0.5,-0.5,-5.672425342,0.000168687,0.00604446,1597,1,0,1,2.333333333,2,0,0
996947,chr15,62344600,62344800,0.5,1,-0.5,-0.5,-0.985786141,0.003080796,0.096741399,2416,1,1,1,2,1,0,0
1103770,chr17,42189000,42189200,0.5,1,-0.5,-0.5,-0.985786141,0.003080796,0.096741399,2416,1,1,1,2,1.333333333,0,0
666804,chr9,5850000,5850400,0.416666667,0.933333333,-0.516666667,0.038888889,0.064709523,3.70563E-07,1.55521E-05,12995,7,0.857142857,2.571428571,1.428571429,0.571428571,0,0.285714286
87450,chr1,156339000,156339400,0.388888889,0.916666667,-0.527777778,-0.527777778,-3.393799884,1.43207E-11,7.65024E-10,999,4,1.25,1.25,0.916666667,1.25,0,0.25
1263400,chr22,26955000,26955400,0.458333333,1,-0.541666667,-0.541666667,-3.391222197,3.6361E-19,4.11044E-17,1000,2,0,1.5,2.166666667,1,0,0
628868,chr8,43401200,43401600,0.45,1,-0.55,-0.55,-1.134649527,0.000225831,0.007993954,2282,1,0,1,5,1,2,0
468577,chr6,36792800,36795200,0.444444444,1,-0.555555556,-0.555555556,-3.413176037,2.5761E-10,1.29708E-08,990,2,1,1,2,0.666666667,0,0
1091039,chr17,28249800,28250200,0.444444444,1,-0.555555556,-0.555555556,-1.152179451,0.000245973,0.008654482,2249,1,0,1,4,0.666666667,1,0
769445,chr10,71067200,71067800,0.433333333,1,-0.566666667,-0.566666667,-1.187891548,0.000390509,0.01344304,2222,1,0,1,4,1.333333333,2,0
1027593,chr16,3018000,3018200,0.25,0.833333333,-0.583333333,-0.583333333,-3.533079779,1.6777E-11,8.92162E-10,978,2,0.5,1.5,1.166666667,0.833333333,0,0
238591,chr2,232478800,232479200,0.416666667,1,-0.583333333,-0.583333333,-1.243173983,1.85882E-05,0.00071899,2163,1,1,0,1.666666667,1.666666667,0,0
1161917,chr19,2621800,2622000,0,0.583333333,-0.583333333,-0.583333333,-5.89077093,0.00069845,0.023580418,1038,1,1,1,0.666666667,1.666666667,0,0
1187753,chr19,39132000,39133600,0.147222222,0.733333333,-0.586111111,-0.586111111,-3.327318191,2.5151E-08,1.11287E-06,1042,3,0.333333333,1.333333333,2.555555556,1.555555556,0.666666667,0.333333333
1235624,chr20,57213000,57213200,0,0.6,-0.6,-0.6,-5.930737338,0.000231824,0.008197832,991,1,1,0,0.666666667,3,0,1
666617,chr9,5499600,5499800,0.375,1,-0.625,-0.625,-1.391424942,0.001737902,0.05613183,2013,1,1,1,2,1,0,0
1030091,chr16,5257000,5257400,0.375,1,-0.625,-0.625,-1.391424942,0.001737902,0.05613183,2013,1,1,1,2,0.666666667,0,0
1097669,chr17,36187800,36188600,0,0.625,-0.625,-0.625,-5.988684687,0.001737902,0.05613183,1085,1,1,1,1.666666667,2,0,0
288606,chr3,127426200,127427000,0.322222222,0.958333333,-0.636111111,-0.636111111,-3.579995616,3.47685E-19,3.95593E-17,969,2,0,1,3.166666667,1.666666667,0.5,0
154189,chr2,24016800,24017400,0.361111111,1,-0.638888889,-0.638888889,-1.444432192,7.36612E-05,0.002708691,1974,1,0,1,3,1.333333333,0,0
667099,chr9,6683600,6683800,0.333333333,1,-0.666666667,-0.666666667,-3.618024775,1.60125E-28,2.21795E-26,915,2,0,1,1.666666667,1.333333333,0,0
1027094,chr16,2559800,2560800,0,0.666666667,-0.666666667,-0.666666667,-5.879874755,4.3034E-19,4.80282E-17,510,3,1.333333333,1.666666667,0.555555556,0.666666667,0,0
459168,chr6,27563600,27563800,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.84469E-17,1.28311E-15,1846,1,2,1,1,1,0,0
363283,chr4,156297600,156298000,0.3125,1,-0.6875,-0.6875,-3.663869139,4.27807E-19,4.7898E-17,913,2,0.5,2,1.666666667,0.333333333,0,0
88084,chr1,156861600,156861800,0.291666667,1,-0.708333333,-0.708333333,-1.743328096,0.000211117,0.007495828,1727,1,1,1,2.333333333,0.666666667,0,0
335491,chr4,49518400,49519200,0.25,1,-0.75,-1,-6.658211483,5.84251E-20,7.26046E-18,269,2,1,2.5,1,0.5,0,0
428518,chr5,163774800,163775200,0,0.75,-0.75,-0.75,-6.247927513,1.10538E-19,1.35443E-17,347,1,1,2,0.666666667,1.333333333,0,0
1142217,chr18,12653000,12653400,0.125,0.875,-0.75,-0.75,-4.102849639,2.26469E-19,2.61088E-17,871,2,1,1,1.333333333,1,0,0
800115,chr11,191400,191800,0,0.75,-0.75,-0.75,-6.165318412,3.62067E-19,4.10624E-17,347,2,1.5,1,0.5,0.666666667,0,0
797584,chr10,133746800,133747400,0,0.833333333,-0.833333333,-0.75,-6.165318412,1.16526E-19,1.42284E-17,347,3,2,1.333333333,0.333333333,0.666666667,0,0
1137273,chr18,3648800,3649000,0.166666667,1,-0.833333333,-0.833333333,-4.10744247,2.26488E-19,2.61088E-17,870,2,1,0.5,1,1,0,0
666767,chr9,5819200,5819600,0.125,1,-0.875,-1,-6.658211483,4.27272E-23,5.65032E-21,265,4,1.25,2.25,0.666666667,0.25,0,0
957441,chr14,63936200,63936400,0,1,-1,-1,-6.658211483,4.43368E-64,1.55374E-59,1,1,0,0,3,1.333333333,1,0
321877,chr4,4005800,4006800,0,1,-1,-1,-6.658211483,4.42661E-50,2.58543E-46,4,1,0,1,1.666666667,0.666666667,0,0
1201687,chr19,53253000,53253600,0,1,-1,-1,-6.658211483,4.42661E-50,2.58543E-46,4,1,0,1,3.666666667,1.333333333,1,0
1265407,chr22,30634600,30635000,0,1,-1,-1,-6.658211483,4.42661E-50,2.58543E-46,4,1,0,1,1.333333333,0.666666667,0,0
582749,chr7,128114800,128115000,0,1,-1,-1,-6.658211483,1.98023E-48,5.78293E-45,12,1,1,0,1.666666667,2.333333333,0,1
152857,chr2,20386400,20387400,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1,0.666666667,0,0
273743,chr3,50219000,50221800,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1,0.666666667,0,0
423075,chr5,148747600,148748200,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1.666666667,0.666666667,0,0
457362,chr6,25486200,25486600,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,0.666666667,0.666666667,0,0
473402,chr6,42151600,42152000,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1.333333333,1.333333333,0,0
1170639,chr19,11300400,11300800,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1.333333333,0.666666667,0,0
1171812,chr19,12682000,12682400,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1.666666667,0.666666667,0,0
1172275,chr19,13084000,13085000,0,1,-1,-1,-6.658211483,1.31148E-33,1.39271E-30,26,1,1,1,1,0.666666667,0,0
442426,chr6,3237600,3238000,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,1.333333333,0.333333333,0,0
459154,chr6,27555800,27556200,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,1.333333333,0.333333333,0,0
461291,chr6,29723000,29723200,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,2,0.5,2.5,1.833333333,0.166666667,0,0
553387,chr7,66313800,66314200,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,2.333333333,0.333333333,0,0
769804,chr10,71495200,71495600,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,1.666666667,0.666666667,0,0
852932,chr11,114081600,114084600,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,2,0.333333333,0,0
898371,chr12,94678400,94678600,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,1.333333333,0.333333333,0,0
999502,chr15,64988600,64989400,0,1,-1,-1,-6.658211483,1.76358E-33,1.4715E-30,34,1,0,2,1,0.333333333,0,0
531011,chr7,6293400,6294600,0,1,-1,-1,-6.658211483,7.34934E-33,2.18269E-30,59,1,2,0,0.666666667,1.666666667,0,0
25613,chr1,26333000,26333600,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,1,0.666666667,0,0
135610,chr1,236583800,236584200,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,0.666666667,0.333333333,0,0
202063,chr2,122459800,122460200,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,0.666666667,0.333333333,0,0
348213,chr4,95818200,95818600,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,1,0.666666667,0,0
432406,chr5,173281800,173282400,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,1.666666667,0.333333333,0,0
502161,chr6,136931800,136932200,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,0.666666667,1,0,0
888554,chr12,57782200,57782600,0,1,-1,-1,-6.658211483,5.84251E-20,7.26046E-18,269,1,1,2,1,0.333333333,0,0
26714,chr1,27333200,27335200,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,1,0,0
70208,chr1,110460000,110461800,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,2,1,2,1.166666667,0.333333333,0,0
131553,chr1,231120400,231122000,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
136886,chr1,242109200,242109600,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
198056,chr2,113627600,113629400,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
226649,chr2,190407000,190407200,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,1,0,0
289132,chr3,128151200,128151600,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.666666667,0.666666667,0,0
312421,chr3,193641000,193641600,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
471852,chr6,40681000,40681200,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
546596,chr7,44179200,44179400,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,1.333333333,0,0
606161,chr7,157216200,157216400,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,1.333333333,0,0
692014,chr9,116692400,116693800,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,1,0.666666667,0,0
870054,chr12,10047800,10048600,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,1,0,0
1193619,chr19,45649000,45650000,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
1208480,chr20,2645800,2646000,0,1,-1,-1,-6.658211483,9.41847E-18,7.11338E-16,390,1,2,1,0.333333333,0.666666667,0,0
